,video_id,start_frame,end_frame,class,total_frames
6901,022_01_0035_4,152,431,49,432
6902,022_01_0035_4,11,47,10,432
6903,022_01_0035_4,69,110,8,432
6904,118_02_0025_0,0,366,21,371
6905,118_02_0025_0,123,147,10,371
6906,118_02_0025_0,192,239,1,371
6907,214_01_0021_0,0,81,20,404
6908,214_01_0021_0,72,210,19,404
6909,214_01_0021_0,156,403,50,404
6910,040_01_0026_0,21,91,21,389
6911,040_01_0026_0,88,211,0,389
6912,040_01_0026_0,131,211,29,389
6913,040_01_0026_0,277,301,19,389
6914,073_03_0036_0,7,85,0,359
6915,073_03_0036_0,29,354,28,359
6916,073_03_0036_0,63,354,49,359
6917,040_01_0036_0,29,65,10,189
6918,040_01_0036_0,65,89,30,189
6919,040_01_0036_0,72,131,13,189
6920,168_01_0009_0,0,269,10,424
6921,168_01_0009_0,259,423,22,424
6922,191_02_0021_A,0,343,16,417
6923,191_02_0021_A,0,415,16,417
6924,191_02_0021_3,81,147,12,365
6925,191_02_0021_3,97,183,29,365
6926,191_02_0021_3,139,219,0,365
6927,191_02_0021_5,36,152,16,262
6928,191_02_0021_5,152,248,12,262
6929,191_02_0021_5,17,63,7,262
6930,191_02_0021_5,96,140,7,262
6931,036_01_0016_2,135,161,5,309
6932,036_01_0016_2,153,191,49,309
6933,036_01_0016_2,180,203,20,309
6934,036_01_0016_2,203,228,48,309
6935,036_01_0016_2,213,305,49,309
6936,036_01_0016_2,231,276,10,309
6937,036_01_0016_2,231,287,1,309
6938,079_01_0044_0,0,59,24,184
6939,079_01_0044_0,50,93,5,184
6940,079_01_0044_0,50,93,8,184
6941,043_04_0018_1,0,47,8,394
6942,043_04_0018_1,144,183,8,394
6943,043_04_0018_1,243,287,8,394
6944,043_04_0018_1,318,348,8,394
6945,043_04_0018_1,162,393,24,394
6946,043_04_0018_1,32,393,21,394
6947,141_01_0011_0,126,245,49,297
6948,141_01_0011_0,243,275,17,297
6949,141_01_0011_0,275,293,48,297
6950,161_04_0001_0,183,230,8,393
6951,161_04_0001_0,302,389,40,393
6952,124_04_0014_C,0,401,21,403
6953,124_04_0014_C,273,401,4,403
6954,124_04_0014_C,273,401,8,403
6955,069_02_00009_0,135,215,0,439
6956,069_02_00009_0,215,252,7,439
6957,069_02_00009_0,252,435,40,439
6958,051_01_0010_0,123,183,7,372
6959,051_01_0010_0,84,133,16,372
6960,051_01_0010_0,130,252,21,372
6961,185_04_0006_1,31,55,8,147
6962,185_04_0006_1,58,77,8,147
6963,185_04_0006_1,77,142,22,147
6964,110_02_0025_A,2,177,44,323
6965,110_02_0025_A,189,203,38,323
6966,110_02_0025_A,203,322,43,323
6967,110_02_0025_A,108,164,8,323
6968,110_02_0025_A,170,225,8,323
6969,110_02_0025_C,0,69,44,448
6970,110_02_0025_C,80,95,38,448
6971,110_02_0025_C,95,446,43,448
6972,110_02_0025_C,0,55,8,448
6973,110_02_0025_C,61,116,8,448
6974,031_01_0021_P,0,33,7,253
6975,031_01_0021_P,0,137,49,253
6976,031_01_0021_P,142,251,49,253
6977,019_01_0039_I,0,171,21,311
6978,019_01_0039_I,201,269,49,311
6979,019_01_0039_I,261,308,9,311
6980,134_01_0002_2,21,317,21,318
6981,134_01_0002_2,0,36,30,318
6982,134_01_0002_2,39,65,24,318
6983,134_01_0002_2,138,170,9,318
6984,134_01_0002_2,170,204,8,318
6985,027_03_0016_0,3,42,37,170
6986,027_03_0016_0,42,89,11,170
6987,027_03_0016_1,75,111,20,348
6988,027_03_0016_1,109,135,48,348
6989,027_03_0016_1,135,163,23,348
6990,027_03_0016_1,163,183,48,348
6991,027_03_0016_1,183,234,49,348
6992,067_02_0006_1,53,164,49,238
6993,067_02_0006_1,77,100,30,238
6994,067_02_0006_1,44,94,1,238
6995,190_01_0032_E,0,167,0,331
6996,190_01_0032_E,164,329,20,331
6997,191_01_0014_5,167,189,7,307
6998,191_01_0014_5,137,171,8,307
6999,191_01_0014_5,252,294,7,307
7000,191_01_0014_9,24,99,27,185
7001,191_01_0014_9,111,153,26,185
7002,191_01_0014_9,10,138,0,185
7003,031_01_0019_1,77,151,21,314
7004,031_01_0019_1,151,210,9,314
7005,031_01_0019_1,210,235,48,314
7006,031_01_0019_1,240,279,48,314
7007,174_01_0047_A,2,442,24,443
7008,174_01_0047_A,191,223,8,443
7009,174_01_0047_A,191,335,0,443
7010,174_01_0047_E,0,298,24,300
7011,174_01_0047_E,0,31,8,300
7012,174_01_0047_E,0,144,0,300
7013,174_01_0047_0,22,63,25,151
7014,174_01_0047_0,39,97,12,151
7015,174_01_0047_0,20,47,10,151
7016,126_02_0007_2,197,233,10,272
7017,126_02_0007_2,110,225,28,272
7018,126_02_0007_2,242,266,30,272
7019,126_02_0007_2,180,266,37,272
7020,171_01_0032_1,2,53,29,437
7021,171_01_0032_1,51,432,24,437
7022,184_03_0027_0,0,135,21,331
7023,184_03_0027_0,210,330,49,331
7024,184_03_0027_0,167,197,10,331
7025,067_01_0028_1,14,137,12,273
7026,067_01_0028_1,131,237,49,273
7027,067_01_0028_1,227,264,10,273
7028,062_01_0016_3,17,74,19,179
7029,062_01_0016_3,100,161,0,179
7030,062_01_0016_3,72,112,10,179
7031,121_01_0017_1,64,96,29,385
7032,121_01_0017_1,75,355,21,385
7033,121_01_0017_1,54,69,7,385
7034,116_01_0033_A,0,18,24,259
7035,116_01_0033_A,0,110,17,259
7036,116_01_0033_A,102,176,20,259
7037,116_01_0033_B,0,18,24,353
7038,116_01_0033_B,0,110,17,353
7039,116_01_0033_B,102,176,20,353
7040,116_01_0033_B,258,351,10,353
7041,026_05_0007_4,0,85,15,291
7042,026_05_0007_4,85,289,22,291
7043,178_03_0048_0,0,110,27,436
7044,178_03_0048_0,91,434,21,436
7045,046_01_0029_3,9,198,49,221
7046,046_01_0029_3,165,183,30,221
7047,046_01_0029_3,54,112,2,221
7048,046_01_0029_3,147,202,2,221
7049,046_01_0029_5,148,256,49,290
7050,046_01_0029_5,170,198,30,290
7051,046_01_0029_5,215,259,29,290
7052,046_01_0029_5,110,150,10,290
7053,046_01_0029_9,41,179,49,277
7054,046_01_0029_9,84,120,29,277
7055,046_01_0029_9,114,198,2,277
7056,046_01_0029_9,194,242,9,277
7057,046_01_0029_K,0,225,49,227
7058,046_01_0029_K,0,36,30,227
7059,046_01_0029_K,63,90,7,227
7060,046_01_0029_K,136,225,0,227
7061,169_01_0004_1,45,244,49,254
7062,169_01_0004_1,84,163,0,254
7063,169_01_0004_1,154,171,30,254
7064,169_01_0004_1,176,202,9,254
7065,192_01_0004_A,87,246,29,248
7066,192_01_0004_A,79,246,49,248
7067,192_01_0004_A,0,85,0,248
7068,192_01_0004_B,0,180,29,312
7069,192_01_0004_B,0,311,49,312
7070,192_01_0004_B,256,298,8,312
7071,019_04_0021_0,95,155,41,199
7072,019_04_0021_0,150,195,48,199
7073,019_04_0021_2,103,176,5,210
7074,019_04_0021_2,134,208,17,210
7075,019_04_0021_2,134,208,48,210
7076,193_02_0030_0,0,36,30,293
7077,193_02_0030_0,36,147,29,293
7078,137_01_0027_2,62,183,24,188
7079,137_01_0027_2,62,103,49,188
7080,137_01_0027_2,103,153,38,188
7081,027_03_0032_1,77,131,6,152
7082,027_03_0032_1,131,148,13,152
7083,192_02_0009_0,221,272,30,408
7084,192_02_0009_0,27,206,49,408
7085,192_02_0009_0,2,27,7,408
7086,192_02_0009_0,23,72,1,408
7087,192_02_0009_0,216,258,10,408
7088,073_01_0037_0,0,419,28,424
7089,073_01_0037_0,26,419,49,424
7090,073_01_0037_0,328,375,9,424
7091,036_01_0006_1,53,64,48,253
7092,036_01_0006_1,107,214,8,253
7093,036_01_0006_1,212,240,6,253
7094,148_01_0030_C,0,411,19,413
7095,148_01_0030_C,189,206,5,413
7096,148_01_0030_C,206,224,6,413
7097,148_01_0030_2,62,96,12,285
7098,148_01_0030_2,94,216,19,285
7099,148_01_0030_2,159,193,10,285
7100,148_01_0030_2,193,209,9,285
7101,148_01_0030_2,18,63,2,285
7102,059_01_0011_1,96,186,29,429
7103,059_01_0011_1,180,264,7,429
7104,059_01_0011_1,238,312,23,429
7105,123_01_0019_0,84,113,29,319
7106,123_01_0019_0,151,187,30,319
7107,123_01_0019_0,116,129,5,319
7108,066_01_0031_1,0,119,11,420
7109,066_01_0031_1,116,354,21,420
7110,066_01_0031_1,296,419,8,420
7111,085_04_0040_1,59,123,8,302
7112,085_04_0040_1,0,63,17,302
7113,085_04_0040_1,58,301,23,302
7114,107_02_0013_1,82,193,12,250
7115,107_02_0013_1,193,234,49,250
7116,107_02_0013_1,87,121,9,250
7117,192_01_0018_4,48,123,27,290
7118,192_01_0018_4,126,273,26,290
7119,192_01_0018_4,9,237,49,290
7120,192_01_0018_4,0,48,8,290
7121,192_01_0018_4,38,159,0,290
7122,192_01_0018_4,265,288,9,290
7123,067_04_0026_0,0,408,21,410
7124,067_04_0026_0,225,289,29,410
7125,067_04_0026_0,13,44,7,410
7126,067_04_0026_0,240,281,7,410
7127,169_01_0018_0,188,245,49,331
7128,169_01_0018_0,257,285,19,331
7129,169_01_0018_0,150,326,8,331
7130,006_01_0014_2,33,52,30,256
7131,006_01_0014_2,52,70,8,256
7132,006_01_0014_2,70,211,11,256
7133,019_02_0017_6,64,106,8,210
7134,019_02_0017_6,64,95,17,210
7135,019_02_0017_6,64,170,49,210
7136,019_02_0017_6,98,146,48,210
7137,191_02_0005_2,105,242,16,262
7138,191_02_0005_2,73,116,8,262
7139,191_02_0005_2,107,137,5,262
7140,033_01_0039_0,0,120,17,385
7141,033_01_0039_0,120,380,11,385
7142,033_01_0039_0,114,183,10,385
7143,035_01_0017_A,0,326,26,327
7144,035_01_0017_A,0,326,27,327
7145,035_01_0017_A,99,167,5,327
7146,035_01_0017_C,0,246,26,248
7147,035_01_0017_C,0,246,27,248
7148,035_01_0017_C,159,246,8,248
7149,067_01_0023_1,80,129,12,198
7150,067_01_0023_1,129,195,49,198
7151,067_01_0023_1,71,123,7,198
7152,067_01_0023_2,2,159,12,384
7153,067_01_0023_2,165,302,49,384
7154,067_01_0023_2,149,212,1,384
7155,067_01_0023_2,207,234,7,384
7156,067_01_0023_G,0,212,12,385
7157,067_01_0023_G,314,384,28,385
7158,067_01_0023_G,156,211,7,385
7159,067_01_0023_G,215,330,7,385
7160,067_01_0023_3,60,162,23,290
7161,067_01_0023_3,134,202,29,290
7162,067_01_0023_3,57,134,7,290
7163,180_03_0037_1,93,169,4,300
7164,180_03_0037_1,169,264,34,300
7165,180_03_0037_1,264,295,47,300
7166,134_02_0030_1,192,239,17,320
7167,134_02_0030_1,150,315,24,320
7168,134_02_0030_1,186,200,5,320
7169,207_04_0019_1,0,158,15,304
7170,207_04_0019_1,125,302,23,304
7171,207_04_0019_2,0,78,15,383
7172,207_04_0019_2,48,288,23,383
7173,207_04_0019_2,279,382,19,383
7174,081_01_0013_1,131,220,8,375
7175,081_01_0013_1,217,333,43,375
7176,081_01_0013_1,260,288,47,375
7177,028_02_0002_0,153,249,42,317
7178,028_02_0002_0,246,312,48,317
7179,167_01_0020_4,16,306,19,368
7180,167_01_0020_4,310,363,49,368
7181,167_01_0020_4,172,280,24,368
7182,167_01_0020_4,37,70,7,368
7183,167_01_0020_4,88,147,10,368
7184,148_01_0025_0,58,138,19,287
7185,148_01_0025_0,7,54,2,287
7186,148_01_0025_0,122,151,9,287
7187,134_01_0032_0,102,396,21,401
7188,134_01_0032_0,101,396,24,401
7189,134_01_0032_0,141,171,8,401
7190,134_01_0032_0,294,326,8,401
7191,193_04_0026_2,122,145,27,147
7192,193_04_0026_2,122,145,31,147
7193,118_02_0019_A,0,177,21,302
7194,118_02_0019_A,173,299,13,302
7195,118_02_0019_A,147,185,7,302
7196,145_04_0010_A,0,258,21,259
7197,145_04_0010_A,0,258,9,259
7198,145_04_0010_A,230,258,23,259
7199,218_01_0023_0,52,209,49,389
7200,218_01_0023_0,122,143,8,389
7201,218_01_0023_0,312,366,10,389
7202,218_01_0025_4,150,188,30,247
7203,218_01_0025_4,28,68,7,247
7204,218_01_0025_4,6,186,50,247
7205,218_01_0025_5,57,105,29,371
7206,218_01_0025_5,326,361,30,371
7207,218_01_0025_5,156,191,6,371
7208,218_01_0025_5,317,334,8,371
7209,218_01_0025_5,91,363,49,371
7210,067_01_0029_2,69,162,28,212
7211,067_01_0029_2,72,129,11,212
7212,067_01_0029_2,54,109,1,212
7213,148_04_0009_2,19,173,49,407
7214,148_04_0009_2,170,385,12,407
7215,148_04_0009_2,338,403,2,407
7216,148_04_0009_3,4,86,48,168
7217,148_04_0009_3,2,44,9,168
7218,148_04_0009_5,0,134,19,325
7219,148_04_0009_5,133,323,32,325
7220,103_01_0031_0,0,72,6,300
7221,103_01_0031_0,54,110,5,300
7222,103_01_0031_0,168,234,9,300
7223,139_01_0009_0,165,252,8,448
7224,139_01_0009_0,369,405,10,448
7225,139_01_0009_0,0,444,25,448
7226,019_02_0026_1,8,44,17,348
7227,019_02_0026_1,38,53,48,348
7228,019_02_0026_1,53,86,49,348
7229,019_02_0026_1,86,119,48,348
7230,019_02_0026_1,77,182,8,348
7231,019_02_0026_1,140,155,17,348
7232,019_02_0026_1,155,182,48,348
7233,174_03_0011_0,0,336,24,355
7234,174_03_0011_0,155,192,12,355
7235,174_03_0011_0,333,351,19,355
7236,174_03_0011_0,36,60,8,355
7237,174_03_0011_0,339,351,8,355
7238,166_01_0031_1,122,162,10,252
7239,166_01_0031_1,162,248,41,252
7240,133_05_0034_1,0,217,29,359
7241,133_05_0034_1,111,357,40,359
7242,019_01_0054_3,0,18,49,210
7243,019_01_0054_3,18,46,13,210
7244,019_01_0054_3,52,105,8,210
7245,019_01_0054_3,39,81,24,210
7246,062_02_0030_1,126,392,17,432
7247,062_02_0030_1,116,138,5,432
7248,062_02_0030_1,242,290,8,432
7249,062_02_0030_1,350,401,9,432
7250,040_01_0015_G,0,243,21,333
7251,040_01_0015_G,18,120,0,333
7252,040_01_0015_G,149,185,8,333
7253,040_01_0015_G,222,266,29,333
7254,040_01_0015_G,266,298,13,333
7255,040_01_0015_G,298,331,14,333
7256,040_01_0015_K,0,226,21,297
7257,040_01_0015_K,1,102,0,297
7258,040_01_0015_K,132,167,8,297
7259,040_01_0015_K,205,248,29,297
7260,040_01_0015_K,248,281,13,297
7261,040_01_0015_K,280,296,14,297
7262,040_01_0015_M,0,211,21,388
7263,040_01_0015_M,0,88,0,388
7264,040_01_0015_M,118,153,8,388
7265,040_01_0015_M,190,234,29,388
7266,040_01_0015_M,234,267,13,388
7267,040_01_0015_M,266,311,14,388
7268,040_01_0015_M,309,385,49,388
7269,040_01_0015_M,318,385,0,388
7270,040_01_0015_N,0,171,21,347
7271,040_01_0015_N,0,47,0,347
7272,040_01_0015_N,77,112,8,347
7273,040_01_0015_N,150,193,29,347
7274,040_01_0015_N,193,226,13,347
7275,040_01_0015_N,225,271,14,347
7276,040_01_0015_N,269,344,49,347
7277,040_01_0015_N,277,344,0,347
7278,174_03_0019_0,0,429,24,434
7279,174_03_0019_0,113,228,19,434
7280,174_03_0019_0,101,122,10,434
7281,123_03_0047_3,5,106,29,367
7282,123_03_0047_3,105,363,21,367
7283,123_03_0047_3,37,95,6,367
7284,116_01_0025_0,0,97,30,407
7285,116_01_0025_0,165,303,24,407
7286,116_01_0025_0,289,406,23,407
7287,167_01_0014_0,23,322,49,324
7288,167_01_0014_0,0,40,7,324
7289,167_01_0014_0,89,118,9,324
7290,167_01_0014_0,179,236,7,324
7291,174_01_0001_0,0,297,24,298
7292,174_01_0001_0,147,165,17,298
7293,174_01_0001_0,147,296,48,298
7294,174_01_0001_0,234,278,10,298
7295,218_01_0030_3,161,232,29,325
7296,218_01_0030_3,235,321,30,325
7297,218_01_0030_3,158,191,6,325
7298,218_01_0030_3,230,255,5,325
7299,016_01_0039_0,0,33,10,313
7300,016_01_0039_0,0,129,0,313
7301,016_01_0039_0,183,249,29,313
7302,016_01_0039_1,11,38,41,428
7303,016_01_0039_1,38,226,49,428
7304,137_01_0018_3,0,309,24,349
7305,137_01_0018_3,210,273,10,349
7306,137_01_0018_3,288,348,7,349
7307,214_02_0006_A,0,420,4,422
7308,214_02_0006_A,303,420,0,422
7309,120_01_0013_2,0,30,17,433
7310,120_01_0013_2,30,68,18,433
7311,120_01_0013_2,68,194,19,433
7312,120_01_0013_2,198,281,19,433
7313,120_01_0013_2,285,347,19,433
7314,120_01_0013_2,352,432,19,433
7315,120_01_0013_6,77,110,17,189
7316,120_01_0013_6,109,173,19,189
7317,120_01_0013_6,112,149,8,189
7318,214_01_0008_B,0,419,49,421
7319,214_01_0008_B,0,221,20,421
7320,214_01_0008_B,0,419,8,421
7321,076_02_0010_B,0,98,17,422
7322,076_02_0010_B,63,209,8,422
7323,076_02_0010_B,113,229,23,422
7324,076_02_0010_B,229,357,49,422
7325,076_02_0010_B,309,420,8,422
7326,076_02_0010_C,0,95,8,398
7327,076_02_0010_C,0,115,23,398
7328,076_02_0010_C,115,243,49,398
7329,076_02_0010_C,195,394,8,398
7330,076_02_0010_C,336,396,23,398
7331,019_01_0014_C,0,74,49,274
7332,019_01_0014_C,54,273,24,274
7333,035_01_0010_2,62,246,28,397
7334,035_01_0010_2,166,321,6,397
7335,035_01_0010_2,72,163,5,397
7336,035_01_0010_2,36,80,48,397
7337,035_01_0010_2,136,279,50,397
7338,035_01_0010_2,21,53,27,397
7339,035_01_0010_2,51,116,26,397
7340,035_01_0010_2,111,186,27,397
7341,046_02_0015_6,2,129,49,292
7342,046_02_0015_6,196,257,49,292
7343,046_02_0015_6,40,59,5,292
7344,046_02_0015_6,126,148,8,292
7345,046_02_0015_6,182,199,8,292
7346,184_01_0011_1,90,100,47,294
7347,184_01_0011_1,124,145,1,294
7348,184_01_0011_1,160,251,22,294
7349,184_01_0011_1,105,146,8,294
7350,110_02_0034_0,0,398,0,409
7351,110_02_0034_0,275,315,26,409
7352,110_02_0034_0,252,303,8,409
7353,110_02_0034_0,351,387,9,409
7354,167_02_0012_1,0,30,19,229
7355,167_02_0012_1,30,213,23,229
7356,167_02_0012_1,59,150,7,229
7357,167_02_0012_1,149,228,9,229
7358,177_02_0019_0,0,54,1,349
7359,177_02_0019_0,28,348,23,349
7360,161_04_0048_0,132,267,44,270
7361,161_04_0048_0,132,267,43,270
7362,122_05_0032_0,0,78,10,240
7363,122_05_0032_0,77,101,5,240
7364,122_05_0032_0,100,239,17,240
7365,087_01_0056_1,24,375,11,379
7366,087_01_0056_1,186,267,24,379
7367,087_01_0056_1,243,285,8,379
7368,087_01_0056_1,290,314,8,379
7369,199_05_0051_2,120,244,24,248
7370,199_05_0051_2,177,244,8,248
7371,199_05_0051_2,177,244,7,248
7372,068_02_0023_A,0,258,21,313
7373,068_02_0023_A,258,312,23,313
7374,071_01_0014_8,16,37,5,265
7375,071_01_0014_8,35,83,6,265
7376,071_01_0014_8,83,158,12,265
7377,071_01_0014_8,158,215,5,265
7378,071_01_0014_10,153,216,5,413
7379,071_01_0014_10,216,270,6,413
7380,071_01_0014_10,270,324,5,413
7381,071_01_0014_10,323,390,6,413
7382,169_01_0030_3,140,342,25,415
7383,169_01_0030_3,170,291,49,415
7384,169_01_0030_3,116,212,0,415
7385,169_01_0030_7,0,53,11,265
7386,169_01_0030_7,183,263,49,265
7387,169_01_0030_7,45,185,8,265
7388,169_01_0030_9,0,56,22,231
7389,169_01_0030_9,77,117,19,231
7390,169_01_0030_9,128,230,19,231
7391,169_01_0030_9,11,96,8,231
7392,169_01_0030_9,86,152,9,231
7393,167_02_0038_H,0,213,19,345
7394,167_02_0038_H,209,344,49,345
7395,167_02_0038_H,0,83,7,345
7396,167_02_0038_H,107,153,7,345
7397,167_02_0038_H,249,282,7,345
7398,060_03_0017_0,0,309,21,314
7399,060_03_0017_0,215,245,8,314
7400,060_03_0017_0,177,210,1,314
7401,005_01_0022_1,16,43,19,241
7402,005_01_0022_1,58,239,11,241
7403,005_01_0022_1,0,75,10,241
7404,005_01_0022_1,103,147,7,241
7405,118_05_0009_A,1,157,32,310
7406,118_05_0009_A,154,309,21,310
7407,167_01_0032_1,129,201,24,205
7408,167_01_0032_1,81,109,7,205
7409,167_01_0032_1,114,141,9,205
7410,167_01_0032_1,177,201,7,205
7411,214_02_0007_G,0,243,19,244
7412,214_02_0007_G,29,243,4,244
7413,078_01_0030_3,0,212,19,382
7414,078_01_0030_3,215,318,19,382
7415,078_01_0030_3,318,380,15,382
7416,077_01_0018_2,120,221,6,448
7417,077_01_0018_2,356,447,2,448
7418,040_01_0040_0,139,171,8,354
7419,040_01_0040_0,168,308,0,354
7420,040_01_0040_0,168,207,29,354
7421,040_01_0040_0,252,289,13,354
7422,040_01_0040_0,288,349,14,354
7423,201_04_0022_C,0,368,17,370
7424,201_04_0022_C,132,170,8,370
7425,201_04_0022_C,267,317,9,370
7426,171_01_0001_0,0,44,7,427
7427,171_01_0001_0,27,426,24,427
7428,171_01_0001_0,27,426,21,427
7429,112_01_0023_0,271,390,27,391
7430,112_01_0023_0,261,377,7,391
7431,218_01_0039_4,37,127,48,237
7432,218_01_0039_4,145,158,17,237
7433,218_01_0039_4,28,69,7,237
7434,218_01_0039_4,113,207,6,237
7435,218_01_0039_7,6,139,28,277
7436,218_01_0039_7,0,86,37,277
7437,218_01_0039_7,2,36,8,277
7438,218_01_0039_9,0,75,29,429
7439,218_01_0039_9,247,272,27,429
7440,218_01_0039_9,290,335,26,429
7441,218_01_0039_9,75,427,24,429
7442,218_01_0039_9,95,113,8,429
7443,019_01_0018_5,0,271,24,272
7444,019_01_0018_5,75,144,9,272
7445,019_01_0018_5,132,216,49,272
7446,071_01_0025_4,74,111,5,274
7447,071_01_0025_4,111,213,12,274
7448,059_01_0027_0,0,30,8,323
7449,059_01_0027_0,0,138,22,323
7450,059_01_0027_0,122,162,29,323
7451,052_01_0040_0,0,266,24,433
7452,052_01_0040_0,0,429,21,433
7453,052_01_0040_0,6,21,8,433
7454,052_01_0040_0,86,117,8,433
7455,052_01_0040_0,123,138,5,433
7456,197_01_0024_A,0,270,8,271
7457,197_01_0024_A,257,270,19,271
7458,163_03_0032_1,37,366,22,371
7459,163_03_0032_1,34,122,27,371
7460,163_03_0032_1,337,366,1,371
7461,163_03_0032_1,132,150,9,371
7462,163_03_0032_1,296,328,10,371
7463,163_03_0032_1,338,366,10,371
7464,163_03_0032_1,26,79,1,371
7465,121_01_0012_C,0,360,21,361
7466,121_01_0012_C,248,334,30,361
7467,121_01_0012_C,153,186,10,361
7468,121_01_0012_E,0,334,21,335
7469,121_01_0012_E,164,250,30,335
7470,121_01_0012_E,69,102,10,335
7471,121_01_0012_E,292,333,9,335
7472,101_03_0036_1,80,127,40,167
7473,101_03_0036_1,127,164,43,167
7474,135_002_0014_0,12,77,10,324
7475,135_002_0014_0,66,155,31,324
7476,135_002_0014_0,56,176,9,324
7477,076_05_0028_0,0,275,17,301
7478,076_05_0028_0,153,201,8,301
7479,076_05_0028_0,275,297,11,301
7480,116_01_0016_0,0,302,24,376
7481,116_01_0016_0,275,335,23,376
7482,116_01_0016_0,335,375,20,376
7483,019_01_0022_6,0,31,48,421
7484,019_01_0022_6,12,95,49,421
7485,019_01_0022_6,71,108,48,421
7486,019_01_0022_6,94,138,8,421
7487,019_01_0022_6,98,419,24,421
7488,019_01_0022_7,99,168,9,207
7489,019_01_0022_7,143,203,49,207
7490,148_01_0008_0,0,303,25,308
7491,148_01_0008_0,149,181,10,308
7492,148_01_0008_0,286,303,9,308
7493,119_01_0033_2,0,33,47,257
7494,119_01_0033_2,33,176,42,257
7495,119_01_0033_2,174,256,47,257
7496,081_03_0045_0,80,206,39,390
7497,081_03_0045_0,161,209,48,390
7498,081_03_0045_0,209,275,1,390
7499,148_03_0005_0,0,382,25,387
7500,148_03_0005_0,345,359,10,387
7501,148_03_0005_0,0,183,7,387
7502,087_01_0016_0,105,177,8,256
7503,087_01_0016_0,156,240,19,256
7504,087_01_0016_0,0,99,8,256
7505,087_01_0016_5,274,343,49,412
7506,087_01_0016_5,279,287,8,412
7507,087_01_0016_5,0,82,8,412
7508,087_01_0016_5,278,410,9,412
7509,087_01_0016_5,88,269,8,412
7510,148_02_0012_4,22,142,19,164
7511,148_02_0012_4,80,122,2,164
7512,148_02_0012_6,174,290,23,295
7513,148_02_0012_6,264,290,2,295
7514,148_02_0012_6,106,179,10,295
7515,216_02_0032_0,0,99,7,362
7516,216_02_0032_0,60,270,9,362
7517,216_02_0032_0,236,361,30,362
7518,139_01_0026_0,0,242,25,243
7519,139_01_0026_0,87,171,38,243
7520,139_01_0026_0,168,204,49,243
7521,139_01_0026_0,209,225,43,243
7522,139_01_0026_0,222,242,46,243
7523,214_02_0013_1,58,216,22,425
7524,214_02_0013_1,1,181,29,425
7525,214_02_0013_1,1,165,1,425
7526,214_02_0013_2,116,372,19,373
7527,214_02_0013_2,0,260,1,373
7528,214_02_0013_2,148,296,6,373
7529,214_02_0013_3,0,222,19,337
7530,214_02_0013_3,206,336,20,337
7531,214_02_0013_3,42,243,1,337
7532,083_01_0007_0,0,356,24,360
7533,083_01_0007_0,0,75,30,360
7534,083_01_0007_0,0,356,21,360
7535,083_01_0007_0,300,321,10,360
7536,087_02_0001_1,71,108,8,174
7537,087_02_0001_1,108,125,10,174
7538,087_02_0001_1,125,159,8,174
7539,169_01_0013_0,75,242,49,331
7540,169_01_0013_0,125,162,9,331
7541,169_01_0013_0,182,239,0,331
7542,169_01_0013_2,57,104,30,169
7543,169_01_0013_2,24,158,23,169
7544,169_01_0013_2,102,161,9,169
7545,150_02_0030_0,0,87,17,292
7546,150_02_0030_0,87,291,41,292
7547,150_02_0030_0,80,254,8,292
7548,166_01_0029_1,0,84,41,228
7549,166_01_0029_1,83,227,43,228
7550,124_03_0017_0,0,348,21,352
7551,124_03_0017_0,240,263,7,352
7552,124_03_0017_0,288,311,7,352
7553,087_02_0057_11,93,210,8,330
7554,087_02_0057_11,213,305,8,330
7555,087_02_0057_11,41,93,8,330
7556,087_02_0057_12,23,175,24,180
7557,087_02_0057_12,67,175,10,180
7558,046_01_0027_7,68,110,49,451
7559,046_01_0027_7,83,317,30,451
7560,046_01_0027_7,83,203,0,451
7561,046_01_0027_18,0,300,49,416
7562,046_01_0027_18,301,391,50,416
7563,046_01_0027_18,0,30,30,416
7564,046_01_0027_18,297,394,31,416
7565,046_01_0027_18,145,218,0,416
7566,046_01_0027_18,319,415,2,416
7567,126_01_0011_0,267,305,8,437
7568,126_01_0011_0,0,432,37,437
7569,126_01_0011_0,150,207,26,437
7570,162_02_0030_0,0,35,11,241
7571,162_02_0030_0,35,122,40,241
7572,162_02_0030_2,62,245,32,307
7573,162_02_0030_2,54,110,5,307
7574,162_02_0030_2,107,182,6,307
7575,196_03_0006_A,0,330,28,331
7576,196_03_0006_A,0,41,19,331
7577,196_03_0006_A,41,330,13,331
7578,180_01_0035_J,0,43,12,318
7579,180_01_0035_J,43,79,34,318
7580,180_01_0035_J,84,159,12,318
7581,180_01_0035_J,192,317,22,318
7582,180_01_0035_J,180,317,24,318
7583,180_01_0035_M,1,37,34,390
7584,180_01_0035_M,42,117,12,390
7585,180_01_0035_M,150,389,22,390
7586,180_01_0035_M,138,389,24,390
7587,026_03_0032_I,0,262,12,263
7588,026_03_0032_I,0,61,30,263
7589,026_03_0032_I,0,26,8,263
7590,026_03_0032_R,107,168,8,343
7591,026_03_0032_R,312,340,44,343
7592,026_03_0032_R,0,295,12,343
7593,026_03_0032_R,310,342,24,343
7594,026_03_0032_R,273,311,8,343
7595,167_01_0003_1,30,130,19,334
7596,167_01_0003_1,0,138,7,334
7597,167_01_0003_1,102,207,2,334
7598,167_01_0003_1,276,307,9,334
